method,dataset,rep,clones,beta,lambdaE,N,pNormal,lambdaDelta,focal,mean_library_size,mean_allelic_coverage,phase_switch,wgd,doublet,hscn_error,tcn_mse,clone_ari,clone_nmi,loh_f1,loh_precision,loh_recall,msr,breakpoint_f1,breakpoint_precision,breakpoint_recall,nrf_distance,tree_coverage,cell_node_match_accuracy,retention_rate
SEACON,normal_0_3_rep43,43,4,0.5,40.0,200,0.3,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.2599418604651162,NA,0.34458028946326125,0.4502279437497583,0.8494921514312096,0.9359104781281791,0.7776838546069316,1.0,0.847457627118644,0.9259259259259259,0.78125,NA,NA,NA,NA
SEACON,normal_0_3_rep44,44,4,0.5,40.0,200,0.3,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.225813953488372,NA,0.5191152253914223,0.620584718716601,0.8550084889643462,0.9913385826771653,0.7516417910447761,0.6666666666666666,0.12949640287769784,0.07012987012987013,0.84375,NA,NA,NA,NA
SEACON,normal_0_3_rep45,45,4,0.5,40.0,200,0.3,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.9667164179104477,NA,0.46654498336695727,0.6153663359200807,0.8760012816404998,0.9653954802259888,0.8017595307917889,NA,0.7777777777777778,0.7777777777777778,0.7777777777777778,NA,NA,NA,NA
SEACON,normal_0_3_rep46,46,4,0.5,40.0,200,0.3,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4698507462686567,NA,0.5370923293341425,0.7208384058568605,0.8060220034742328,0.9830508474576272,0.6830225711481845,1.0,0.489795918367347,0.35294117647058826,0.8,NA,NA,NA,NA
SEACON,phaseswitch_0_05_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.05,0.0,0.0,1.3189240506329114,NA,0.1798320259403464,0.3915383689229794,0.8804395604395605,0.9871858058156727,0.7945259817532725,1.0,0.1571648690292758,0.08614864864864864,0.8947368421052632,NA,NA,NA,NA
SEACON,phaseswitch_0_05_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.05,0.0,0.0,1.3667441860465117,NA,0.39117843897498844,0.5411832625323353,0.8681757656458056,0.9637841832963784,0.789824348879467,1.0,0.8421052631578948,0.8115942028985508,0.875,NA,NA,NA,NA
SEACON,phaseswitch_0_05_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.05,0.0,0.0,2.8109302325581393,NA,0.7788333138783947,0.7300262581445895,0.8813111287338091,0.9875592417061612,0.7957040572792363,0.9166666666666666,0.11904761904761903,0.0635593220338983,0.9375,NA,NA,NA,NA
SEACON,phaseswitch_0_05_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.05,0.0,0.0,1.6334328358208956,NA,0.4196284228566008,0.5667406004713516,0.896788428536406,0.9708067940552016,0.833257403189066,NA,0.8163265306122449,0.7547169811320755,0.8888888888888888,NA,NA,NA,NA
SEACON,phaseswitch_0_05_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.05,0.0,0.0,1.4266417910447762,NA,0.2828070830909221,0.5069807829391781,0.7795823665893272,0.9917355371900827,0.6422018348623854,1.0,0.7599999999999999,0.6909090909090909,0.8444444444444444,NA,NA,NA,NA
SEACON,phaseswitch_0_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.0,0.0,0.0,1.2481012658227848,NA,0.2347940995521486,0.413745737185336,0.8845649322256232,0.9853872381880175,0.8024593415311384,1.0,0.15022091310751107,0.0819935691318328,0.8947368421052632,NA,NA,NA,NA
SEACON,phaseswitch_0_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.0,0.0,0.0,0.5405813953488372,NA,0.3192394845145593,0.5250920172767785,0.8540290620871863,0.9389978213507625,0.7831617201695942,0.8,0.8333333333333333,0.8088235294117647,0.859375,NA,NA,NA,NA
SEACON,phaseswitch_0_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.0,0.0,0.0,1.118720930232558,NA,0.2834594002983638,0.4579833810078723,0.8673988748995445,0.9884004884004884,0.7727923627684964,0.9166666666666666,0.12108980827447023,0.06472491909385113,0.9375,NA,NA,NA,NA
SEACON,phaseswitch_0_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.0,0.0,0.0,1.1502238805970149,NA,0.3656121971593829,0.5281246284233816,0.889600788565796,0.9688674181427804,0.8223234624145785,NA,0.7346938775510203,0.6792452830188679,0.8,NA,NA,NA,NA
SEACON,phaseswitch_0_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.0,0.0,0.0,1.2166417910447762,NA,0.22981946110941975,0.47496059544020974,0.804524886877828,0.9855875831485588,0.6796636085626911,1.0,0.5135135135135135,0.36893203883495146,0.8444444444444444,NA,NA,NA,NA
SEACON,wgd_0_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.8742405063291139,NA,0.31659077691959003,0.5708541280907857,0.88937377263801,0.988360814742968,0.8084093613645379,1.0,0.14825581395348839,0.08082408874801902,0.8947368421052632,NA,NA,NA,NA
SEACON,wgd_0_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,1.2378488372093024,NA,0.5372661361448687,0.6789750331345236,0.8822185970636216,0.9561527581329562,0.8188976377952756,0.8,0.8115942028985507,0.7567567567567568,0.875,NA,NA,NA,NA
SEACON,wgd_0_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.7046511627906977,NA,0.6417120982088783,0.683649882513055,0.840865516296905,0.9865038560411311,0.7326968973747017,1.0,0.23376623376623376,0.135678391959799,0.84375,NA,NA,NA,NA
SEACON,wgd_0_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4976865671641791,NA,0.42125309874727307,0.6184839452973793,0.8984088127294982,0.9708994708994709,0.835990888382688,NA,0.8631578947368421,0.82,0.9111111111111111,NA,NA,NA,NA
SEACON,wgd_0_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.9047761194029851,NA,0.4553878317381702,0.6140705099822283,0.7899313501144165,0.984036488027366,0.6597859327217125,1.0,0.3738317757009346,0.23668639053254437,0.8888888888888888,NA,NA,NA,NA
SEACON,wgd_1_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,1.0,0.0,1.2074358974358974,NA,0.21621197326161934,0.4448989444118025,0.9158916295996765,0.9877889228085478,0.8537504711647191,0.7272727272727273,0.6758620689655173,0.550561797752809,0.875,NA,NA,NA,NA
SEACON,wgd_1_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,1.0,0.0,1.0117261904761905,NA,0.4648178713018693,0.6097597370200514,0.9049330284220843,0.9658298465829847,0.851259987707437,0.9154929577464789,0.6716417910447761,0.625,0.7258064516129032,NA,NA,NA,NA
SEACON,wgd_1_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,1.0,0.0,1.2301408450704225,NA,0.3559351517926854,0.5175501819197463,0.8427995602784902,0.9965337954939342,0.7301587301587301,0.84,0.07888040712468193,0.04206241519674356,0.6326530612244898,NA,NA,NA,NA
SEACON,wgd_1_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,1.0,0.0,1.0249358974358975,NA,0.5025887269782731,0.6055194503149384,0.9020866773675762,0.9548543689320388,0.8548457192524989,0.631578947368421,0.7424242424242424,0.6447368421052632,0.875,NA,NA,NA,NA
SEACON,wgd_1_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,1.0,0.0,1.1597857142857142,NA,0.7169659278671151,0.8007434963592251,0.88008800880088,0.9518143961927424,0.8184143222506394,0.7708333333333334,0.43478260869565216,0.3333333333333333,0.625,NA,NA,NA,NA
Alleloscope,amplitude_1_0_rep42,42,4,0.5,40.0,200,0.1,1.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2484,NA,0.8694,NA,0.5212,0.6465,0.4366,NA,NA,NA,NA,NA,NA,NA,0.565
Alleloscope,amplitude_1_0_rep43,43,4,0.5,40.0,200,0.1,1.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1389,NA,0.8322,NA,0.4615,0.6803,0.3492,NA,NA,NA,NA,NA,NA,NA,0.65
Alleloscope,amplitude_1_0_rep44,44,4,0.5,40.0,200,0.1,1.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2976,NA,1,NA,0.6133,0.8994,0.4653,NA,NA,NA,NA,NA,NA,NA,0.615
Alleloscope,amplitude_1_0_rep45,45,4,0.5,40.0,200,0.1,1.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2504,NA,0.8655,NA,0.5185,0.7188,0.4055,NA,NA,NA,NA,NA,NA,NA,0.63
Alleloscope,amplitude_1_0_rep46,46,4,0.5,40.0,200,0.1,1.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2696,NA,0.6202,NA,0.0217,0.5,0.0111,NA,NA,NA,NA,NA,NA,NA,0.675
Alleloscope,amplitude_4_0_rep42,42,4,0.5,40.0,200,0.1,4.0,0.7,100.0,0.2,0.01,0.0,0.0,0.5858,NA,0.8368,NA,0.2871,0.4009,0.2236,NA,NA,NA,NA,NA,NA,NA,0.57
Alleloscope,amplitude_4_0_rep43,43,4,0.5,40.0,200,0.1,4.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1834,NA,0.8095,NA,0.4718,0.6854,0.3597,NA,NA,NA,NA,NA,NA,NA,0.635
Alleloscope,amplitude_4_0_rep44,44,4,0.5,40.0,200,0.1,4.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4708,NA,0.6743,NA,0.2464,0.3123,0.2035,NA,NA,NA,NA,NA,NA,NA,0.55
Alleloscope,amplitude_4_0_rep45,45,4,0.5,40.0,200,0.1,4.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4419,NA,0.5894,NA,0.3581,0.7267,0.2376,NA,NA,NA,NA,NA,NA,NA,0.555
Alleloscope,amplitude_4_0_rep46,46,4,0.5,40.0,200,0.1,4.0,0.7,100.0,0.2,0.01,0.0,0.0,0.5893,NA,0.8495,NA,0.0755,1,0.0392,NA,NA,NA,NA,NA,NA,NA,0.585
Alleloscope,beta_0_1_rep42,42,4,0.1,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2593,NA,0.7387,NA,0.4443,0.7687,0.3124,NA,NA,NA,NA,NA,NA,NA,0.64
Alleloscope,beta_0_1_rep43,43,4,0.1,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1155,NA,0.7695,NA,0.2091,0.48,0.1336,NA,NA,NA,NA,NA,NA,NA,0.62
Alleloscope,beta_0_1_rep44,44,4,0.1,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3889,NA,1,NA,0.5659,0.5988,0.5364,NA,NA,NA,NA,NA,NA,NA,0.515
Alleloscope,beta_0_1_rep45,45,4,0.1,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2361,NA,1,NA,0.5966,0.6846,0.5286,NA,NA,NA,NA,NA,NA,NA,0.62
Alleloscope,beta_0_1_rep46,46,4,0.1,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3273,NA,0.8104,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.63
Alleloscope,beta_0_3_rep42,42,4,0.3,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3253,NA,0.9512,NA,0.5263,0.8368,0.3838,NA,NA,NA,NA,NA,NA,NA,0.61
Alleloscope,beta_0_3_rep43,43,4,0.3,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1473,NA,0.8419,NA,0.2276,0.4808,0.1491,NA,NA,NA,NA,NA,NA,NA,0.64
Alleloscope,beta_0_3_rep44,44,4,0.3,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4027,NA,1,NA,0.558,0.5955,0.525,NA,NA,NA,NA,NA,NA,NA,0.565
Alleloscope,beta_0_3_rep45,45,4,0.3,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.221,NA,1,NA,0.6191,0.696,0.5574,NA,NA,NA,NA,NA,NA,NA,0.64
Alleloscope,beta_0_3_rep46,46,4,0.3,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3304,NA,0.7767,NA,0.0134,0.1154,0.0071,NA,NA,NA,NA,NA,NA,NA,0.625
Alleloscope,beta_0_5_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3359,NA,0.9125,NA,0.512,0.8308,0.37,NA,NA,NA,NA,NA,NA,NA,0.6
Alleloscope,beta_0_5_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1807,NA,0.807,NA,0.2086,0.4861,0.1328,NA,NA,NA,NA,NA,NA,NA,0.62
Alleloscope,beta_0_5_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4234,NA,1,NA,0.5511,0.5986,0.5106,NA,NA,NA,NA,NA,NA,NA,0.555
Alleloscope,beta_0_5_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2266,NA,0.6748,NA,0.6212,0.6951,0.5614,NA,NA,NA,NA,NA,NA,NA,0.645
Alleloscope,beta_0_5_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3276,NA,0.7749,NA,0.0135,0.1071,0.0072,NA,NA,NA,NA,NA,NA,NA,0.625
Alleloscope,cells_500_rep42,42,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4148,NA,0.7443,NA,0.5342,0.8092,0.3987,NA,NA,NA,NA,NA,NA,NA,0.57
Alleloscope,cells_500_rep43,43,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1497,NA,0.6943,NA,0.4589,0.5874,0.3766,NA,NA,NA,NA,NA,NA,NA,0.624
Alleloscope,cells_500_rep44,44,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.603,NA,0.8847,NA,0.4061,0.5918,0.3092,NA,NA,NA,NA,NA,NA,NA,0.62
Alleloscope,cells_500_rep45,45,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3238,NA,0.7918,NA,0.6751,0.7168,0.6381,NA,NA,NA,NA,NA,NA,NA,0.608
Alleloscope,cells_500_rep46,46,4,0.5,40.0,500,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2256,NA,0.8893,NA,0.4151,0.6923,0.2964,NA,NA,NA,NA,NA,NA,NA,0.662
Alleloscope,cells_50_rep42,42,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3902,NA,0.9334,NA,0.511,0.7431,0.3894,NA,NA,NA,NA,NA,NA,NA,0.34
Alleloscope,cells_50_rep43,43,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.0919,NA,0.5263,NA,0.4962,0.6111,0.4177,NA,NA,NA,NA,NA,NA,NA,0.4
Alleloscope,cells_50_rep44,44,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.5877,NA,1,NA,0.4297,0.6183,0.3293,NA,NA,NA,NA,NA,NA,NA,0.44
Alleloscope,cells_50_rep45,45,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3758,NA,0.72,NA,0.5156,0.7021,0.4074,NA,NA,NA,NA,NA,NA,NA,0.34
Alleloscope,cells_50_rep46,46,4,0.5,40.0,50,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2944,NA,-0.043,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.44
Alleloscope,clone_2_rep42,42,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4088,NA,1,NA,0.5385,0.5067,0.5745,NA,NA,NA,NA,NA,NA,NA,0.695
Alleloscope,clone_2_rep43,43,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2001,NA,0.4896,NA,0.056,0.381,0.0302,NA,NA,NA,NA,NA,NA,NA,0.675
Alleloscope,clone_2_rep44,44,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.6035,NA,1,NA,0.5093,0.6853,0.4053,NA,NA,NA,NA,NA,NA,NA,0.5
Alleloscope,clone_2_rep45,45,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3345,NA,1,NA,0.7198,0.9126,0.5943,NA,NA,NA,NA,NA,NA,NA,0.595
Alleloscope,clone_2_rep46,46,2,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1401,NA,0.2719,NA,0.0584,0.6667,0.0305,NA,NA,NA,NA,NA,NA,NA,0.71
Alleloscope,clone_4_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3359,NA,0.9125,NA,0.512,0.8308,0.37,NA,NA,NA,NA,NA,NA,NA,0.6
Alleloscope,clone_4_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1807,NA,0.807,NA,0.2086,0.4861,0.1328,NA,NA,NA,NA,NA,NA,NA,0.62
Alleloscope,clone_4_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.4234,NA,1,NA,0.5511,0.5986,0.5106,NA,NA,NA,NA,NA,NA,NA,0.555
Alleloscope,clone_4_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.2266,NA,0.6748,NA,0.6212,0.6951,0.5614,NA,NA,NA,NA,NA,NA,NA,0.645
Alleloscope,clone_4_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3276,NA,0.7749,NA,0.0135,0.1071,0.0072,NA,NA,NA,NA,NA,NA,NA,0.625
Alleloscope,clone_8_rep42,42,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1854,NA,0.4759,NA,0.2102,0.5065,0.1327,NA,NA,NA,NA,NA,NA,NA,0.65
Alleloscope,clone_8_rep43,43,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.088,NA,0.7249,NA,0.591,0.5985,0.5836,NA,NA,NA,NA,NA,NA,NA,0.705
Alleloscope,clone_8_rep44,44,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.1699,NA,0.5922,NA,0.4338,0.5765,0.3477,NA,NA,NA,NA,NA,NA,NA,0.625
Alleloscope,clone_8_rep45,45,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.181,NA,0.8866,NA,0.7632,0.9156,0.6543,NA,NA,NA,NA,NA,NA,NA,0.58
Alleloscope,clone_8_rep46,46,8,0.5,40.0,200,0.1,2.0,0.7,100.0,0.2,0.01,0.0,0.0,0.3316,NA,0.3126,NA,0.5996,0.595,0.6043,NA,NA,NA,NA,NA,NA,NA,0.645
Alleloscope,coverage_0_02_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.4291,NA,0.6806,NA,0.5256,0.709,0.4175,NA,NA,NA,NA,NA,NA,NA,0.59
Alleloscope,coverage_0_02_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.1655,NA,0.6695,NA,0.4234,0.4934,0.3708,NA,NA,NA,NA,NA,NA,NA,0.655
Alleloscope,coverage_0_02_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.6215,NA,0.4951,NA,0.2933,0.3578,0.2485,NA,NA,NA,NA,NA,NA,NA,0.565
Alleloscope,coverage_0_02_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.3294,NA,0.7323,NA,0.6572,0.6878,0.6291,NA,NA,NA,NA,NA,NA,NA,0.625
Alleloscope,coverage_0_02_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,66.67,0.02,0.01,0.0,0.0,0.2405,NA,0.8872,NA,0.3916,0.5647,0.2998,NA,NA,NA,NA,NA,NA,NA,0.645
Alleloscope,coverage_0_05_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.4254,NA,0.7783,NA,0.5157,0.7368,0.3967,NA,NA,NA,NA,NA,NA,NA,0.545
Alleloscope,coverage_0_05_rep43,43,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.1641,NA,0.7021,NA,0.423,0.5711,0.3358,NA,NA,NA,NA,NA,NA,NA,0.615
Alleloscope,coverage_0_05_rep44,44,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.6138,NA,0.9843,NA,0.3191,0.3864,0.2718,NA,NA,NA,NA,NA,NA,NA,0.6
Alleloscope,coverage_0_05_rep45,45,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.3165,NA,0.8599,NA,0.6649,0.7011,0.6321,NA,NA,NA,NA,NA,NA,NA,0.625
Alleloscope,coverage_0_05_rep46,46,4,0.5,40.0,200,0.1,2.0,0.7,166.67,0.05,0.01,0.0,0.0,0.2272,NA,0.9092,NA,0.4129,0.6763,0.2971,NA,NA,NA,NA,NA,NA,NA,0.645
Alleloscope,coverage_0_1_rep42,42,4,0.5,40.0,200,0.1,2.0,0.7,333.33,0.1,0.01,0.0,0.0,0.4142,NA,0.7173,NA,0.5341,0.7676,0.4096,NA,NA,NA,NA,NA,NA,NA,0.6
